id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG410801,Bukanga,Bukanga,bukanga-ug410801,UG410801,8,-0.836,31.05
UG410802,Isingiro,Isingiro,isingiro-ug410802,UG410802,11,-0.839,30.724
