id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG410701,Ibanda,Ibanda,ibanda-ug410701,UG410701,12,-0.201,30.412
UG410702,Ibanda Municipality,Ibanda Municipality,ibanda-municipality-ug410702,UG410702,3,-0.11,30.496
