id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG307701,Chua,Chua,chua-ug307701,UG307701,9,3.417,33.318
UG307702,Kitgum Municipality,Kitgum Municipality,kitgum-municipality-ug307702,UG307702,3,3.299,32.885
