id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG307401,Aswa,Aswa,aswa-ug307401,UG307401,6,3.034,32.38
UG307402,Gulu Municipality,Gulu Municipality,gulu-municipality-ug307402,UG307402,4,2.781,32.288
