id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG202801,Budaka,Budaka,budaka-ug202801,UG202801,7,1.022,33.981
UG202802,Iki-Iki,Iki-Iki,iki-iki-ug202802,UG202802,6,1.114,34.021
