id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG412101,Bufumbira,Bufumbira,bufumbira-ug412101,UG412101,14,-1.198,29.669
UG412102,Kisoro Municipality,Kisoro Municipality,kisoro-municipality-ug412102,UG412102,3,-1.277,29.691
