id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG101001,Bbaale,Bbaale,bbaale-ug101001,UG101001,4,1.126,32.879
UG101002,Ntenjeru,Ntenjeru,ntenjeru-ug101002,UG101002,5,0.691,32.965
