id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG413301,Bujumbura,Bujumbura,bujumbura-ug413301,UG413301,7,-0.611,29.812
UG413302,Rubabo,Rubabo,rubabo-ug413302,UG413302,6,-0.918,29.949
UG413303,Rukungiri Municipality,Rukungiri Municipality,rukungiri-municipality-ug413303,UG413303,3,-0.79,29.94
