id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG203001,Bugiri Municipality,Bugiri Municipality,bugiri-municipality-ug203001,UG203001,2,0.563,33.753
UG203002,Bukooli,Bukooli,bukooli-ug203002,UG203002,10,0.519,33.773
