id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG206201,Soroti,Soroti,soroti-ug206201,UG206201,7,1.788,33.607
UG206202,Soroti Municipality,Soroti Municipality,soroti-municipality-ug206202,UG206202,3,1.726,33.621
