id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG307201,Arua Municipality,Arua Municipality,arua-municipality-ug307201,UG307201,2,3.019,30.917
UG307202,Ayivu,Ayivu,ayivu-ug307202,UG307202,6,3.048,30.854
UG307203,Terego,Terego,terego-ug307203,UG307203,7,3.18,31.172
UG307204,Vurra,Vurra,vurra-ug307204,UG307204,4,2.834,30.96
