id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG204501,Kapchorwa Municipality,Kapchorwa Municipality,kapchorwa-municipality-ug204501,UG204501,3,1.336,34.46
UG204502,Tingey,Tingey,tingey-ug204502,UG204502,11,1.29,34.446
