id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG410301,Bughendera,Bughendera,bughendera-ug410301,UG410301,12,0.647,30.084
UG410302,Bwamba,Bwamba,bwamba-ug410302,UG410302,12,0.739,30.043
