id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG410901,Kabale Municipality,Kabale Municipality,kabale-municipality-ug410901,UG410901,3,-1.267,29.989
UG410902,Ndorwa,Ndorwa,ndorwa-ug410902,UG410902,10,-1.336,30.037
