id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG411501,Bukonjo,Bukonjo,bukonjo-ug411501,UG411501,15,0.07,29.832
UG411502,Busongora,Busongora,busongora-ug411502,UG411502,14,0.136,30.166
UG411503,Kasese Municipality,Kasese Municipality,kasese-municipality-ug411503,UG411503,3,0.218,30.112
