id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG308001,Jie,Jie,jie-ug308001,UG308001,5,2.989,33.876
UG308002,Kotido Municipality,Kotido Municipality,kotido-municipality-ug308002,UG308002,4,2.984,34.073
