id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG410601,Bugahya,Bugahya,bugahya-ug410601,UG410601,6,1.564,31.149
UG410602,Hoima Municipality,Hoima Municipality,hoima-municipality-ug410602,UG410602,4,1.436,31.355
