id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG308601,Matheniko,Matheniko,matheniko-ug308601,UG308601,4,2.613,34.641
UG308602,Moroto Municipality,Moroto Municipality,moroto-municipality-ug308602,UG308602,2,2.53,34.66
