id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG204401,Bugabula,Bugabula,bugabula-ug204401,UG204401,8,1.003,33.077
UG204402,Buzaaya,Buzaaya,buzaaya-ug204402,UG204402,6,0.776,33.146
UG204403,Kamuli Municipality,Kamuli Municipality,kamuli-municipality-ug204403,UG204403,2,0.926,33.118
