id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG412601,Kashari,Kashari,kashari-ug412601,UG412601,10,-0.487,30.628
UG412602,Mbarara Municipality,Mbarara Municipality,mbarara-municipality-ug412602,UG412602,3,-0.612,30.658
