id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG203901,Iganga Municipality,Iganga Municipality,iganga-municipality-ug203901,UG203901,2,0.613,33.477
UG203902,Kigulu,Kigulu,kigulu-ug203902,UG203902,8,0.722,33.502
