id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG205401,Bungokho,Bungokho,bungokho-ug205401,UG205401,24,1.002,34.197
UG205402,Mbale Municipality,Mbale Municipality,mbale-municipality-ug205402,UG205402,3,1.079,34.173
