id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG100601,Bujumba,Bujumba,bujumba-ug100601,UG100601,3,-0.356,32.188
UG100602,Kyamuswa,Kyamuswa,kyamuswa-ug100602,UG100602,4,-0.572,32.438
