id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG203501,Busia Municipality,Busia Municipality,busia-municipality-ug203501,UG203501,2,0.468,34.091
UG203502,Samia-Bugwe,Samia-Bugwe,samia-bugwe-ug203502,UG203502,14,0.391,34.016
