id,name.local,name.en,name.slug,code.id,children_count.subcounty,geo.lat,geo.lon
UG205901,Butebo,Butebo,butebo-ug205901,UG205901,2,1.236,33.819
UG205902,Pallisa,Pallisa,pallisa-ug205902,UG205902,12,1.217,33.624
